record_id	accession	protein_name	gene_name	organism	taxon_id	sequence	label_status	role_labels	target_rna_labels	modification_scope_labels	chemistry_labels	exact_modification_labels	site_bucket_labels	evidence_level	source_database	source_url	reference_pmid	reference_doi	notes

